date,time,pick,conf,value,away,home,away_runs,home_runs,away_wp,home_wp,away_ml,home_ml,away_sp,home_sp,model_mode,away_vector_run_delta,home_vector_run_delta,away_vector_xwoba,home_vector_xwoba,vector_edge,vector_xwoba_edge,vector_gate,result,game_pk,model_version
2026-05-01,7:05 PM ET,NYY,9,9,BAL,NYY,4.7,6.8,32.2,67.8,+211,-211,Cade Povich,Will Warren,,,,,,,,,,,
2026-05-02,7:15 PM ET,LAD,10,10,LAD,STL,8.0,4.0,76.5,23.5,-326,+326,Roki Sasaki,Michael McGreevy,,,,,,,,,,,
2026-05-04,7:05 PM ET,NYY,9,9,BAL,NYY,4.0,6.2,29.5,70.5,+163,-199,Shane Baz,Cam Schlittler,,,,,,,,,,,
2026-05-04,8:10 PM ET,LAD,9,9,LAD,HOU,7.3,5.3,62.7,37.3,-207,+169,Yoshinobu Yamamoto,Steven Okert,,,,,,,,,,,
2026-05-05,6:40 PM ET,PHI,8,8,ATH,PHI,4.6,6.2,35.2,64.8,+153,-186,Luis Severino,Cristopher Sánchez,,,,,,,,,,,
2026-05-05,6:40 PM ET,DET,8,8,BOS,DET,2.8,4.3,29.8,70.2,+236,-236,Jovani Morán,Framber Valdez,,,,,,,,,,,
2026-05-05,6:40 PM ET,TOR,8,8,TOR,TB,6.5,5.1,59.4,40.6,+123,-149,Kevin Gausman,Drew Rasmussen,,,,,,,,,,,
2026-05-05,6:45 PM ET,MIN,8,8,MIN,WSH,5.9,4.5,60.6,39.4,-136,+113,Taj Bradley,Cade Cavalli,,,,,,,,,,,
2026-05-05,7:05 PM ET,TEX,10,10,TEX,NYY,6.2,3.3,74.5,25.5,-292,+292,Jacob deGrom,Elmer Rodríguez,,,,,,,,,,,
2026-05-05,7:40 PM ET,CHC,8,8,CIN,CHC,4.5,6.2,34.2,65.8,+135,-163,Andrew Abbott,Jameson Taillon,,,,,,,,,,,
2026-05-05,7:40 PM ET,CLE,9,9,CLE,KC,7.0,5.1,62.6,37.4,-126,+104,Gavin Williams,Stephen Kolek,,,,,,,,,,,
2026-05-05,8:10 PM ET,LAD,10,10,LAD,HOU,7.0,4.3,69.4,30.6,-226,+184,Shohei Ohtani,Peter Lambert,,,,,,,,,,,
2026-05-05,9:38 PM ET,CWS,8,8,CWS,LAA,7.8,6.2,58.9,41.1,-143,+143,Erick Fedde,Sam Aldegheri,,,,,,,,,,,
2026-05-05,9:40 PM ET,SEA,9,9,ATL,SEA,4.5,6.6,31.7,68.3,+113,-136,Bryce Elder,George Kirby,,,,,,,,,,,
2026-05-05,9:45 PM ET,SD,8,8,SD,SF,5.9,4.2,63.6,36.4,-175,+175,Walker Buehler,Logan Webb,,,,,,,,,,,
2026-05-06,1:10 PM ET,TOR,9,9,TOR,TB,6.0,3.7,69.3,30.7,+123,-149,Patrick Corbin,Shane McClanahan,,,,,,,,,,,
2026-05-06,2:10 PM ET,LAD,10,10,LAD,HOU,8.2,4.8,71.2,28.8,-226,+184,Tyler Glasnow,Lance McCullers Jr.,,,,,,,,,,,
2026-05-06,3:45 PM ET,SD,8,8,SD,SF,6.1,4.5,62.1,37.9,-112,-108,Bradgley Rodriguez,Adrian Houser,,,,,,,,,,,
2026-05-06,4:10 PM ET,SEA,8,8,ATL,SEA,3.5,5.1,31.9,68.1,+113,-136,Martín Pérez,Bryan Woo,,,,,,,,,,,
2026-05-06,6:40 PM ET,MIA,9,9,BAL,MIA,4.2,6.2,31.4,68.6,+109,-131,Brandon Young,Eury Pérez,,,,,,,,,,,
2026-05-06,6:40 PM ET,DET,8,8,BOS,DET,5.0,6.4,37.4,62.6,+104,-126,Sonny Gray,Jack Flaherty,,,,,,,,,,,
2026-05-06,7:05 PM ET,NYY,8,8,TEX,NYY,4.2,6.0,32.7,67.3,+163,-199,Nathan Eovaldi,Will Warren,,,,,,,,,,,
2026-05-06,7:40 PM ET,CHC,8,8,CIN,CHC,5.9,7.7,36.6,63.4,+139,-168,Brady Singer,Colin Rea,,,,,,,,,,,
2026-05-07,10:10 PM ET,SD,9,9,STL,SD,3.8,5.7,30.8,69.2,+144,-175,Matthew Liberatore,Michael King,,,,,,,,,,,
2026-05-07,12:35 PM ET,TEX,9,9,TEX,NYY,7.3,4.9,66.0,34.0,+128,-154,MacKenzie Gore,Paul Blackburn,,,,,,,,,,,
2026-05-07,3:10 PM ET,NYM,8,8,NYM,COL,6.7,5.0,61.6,38.4,-142,+120,Christian Scott,Jose Quintana,,,,,,,,,,,
2026-05-07,6:40 PM ET,MIA,9,9,BAL,MIA,3.8,5.7,30.8,69.2,+105,-128,Cade Povich,Max Meyer,,,,,,,,,,,
2026-05-07,7:10 PM ET,BOS,9,9,TB,BOS,3.7,6.0,27.7,72.3,-103,-118,Griffin Jax,Jake Bennett,,,,,,,,,,,
2026-05-08,10:15 PM ET,SF,9,9,PIT,SF,4.1,6.0,31.8,68.2,-109,-110,Carmen Mlodzinski,Robbie Ray,,,,,,,,,,,
2026-05-08,6:10 PM ET,CIN,9,9,HOU,CIN,5.0,6.9,34.2,65.8,+109,-131,Mike Burrows,Nick Lodolo,,,,,,,,,,,
2026-05-08,6:40 PM ET,PHI,8,8,COL,PHI,3.9,5.6,32.5,67.5,+188,-227,Chase Dollander,Jesús Luzardo,,,,,,,,,,,
2026-05-08,7:05 PM ET,BAL,9,9,ATH,BAL,7.2,9.4,36.5,63.5,+117,-135,Jacob Lopez,Kyle Bradish,,,,,,,,,,,
2026-05-08,7:07 PM ET,TOR,8,8,LAA,TOR,4.9,6.4,36.5,63.5,+135,-162,Reid Detmers,Dylan Cease,,,,,,,,,,,
2026-05-08,7:40 PM ET,DET,8,8,DET,KC,6.1,4.6,61.1,38.9,+124,-149,Keider Montero,Kris Bubic,,,,,,,,,,,
2026-05-08,7:40 PM ET,SEA,8,8,SEA,CWS,5.9,4.2,63.6,36.4,-138,+115,Emerson Hancock,Sean Burke,,,,,,,,,,,
2026-05-08,9:45 PM ET,SD,10,10,STL,SD,4.3,7.2,26.5,73.5,+125,-151,Michael McGreevy,Griffin Canning,,,,,,,,,,,
2026-05-09,4:10 PM ET,BOS,9,9,TB,BOS,4.6,6.7,31.9,68.1,+121,-143,Nick Martinez,Payton Tolle,,,,,,,,,,,
2026-05-09,4:10 PM ET,MIA,9,9,WSH,MIA,3.7,5.8,29.0,71.0,+133,-158,Zack Littell,Janson Junk,,,,,,,,,,,
2026-05-09,7:10 PM ET,NYY,8,8,NYY,MIL,6.2,4.7,60.9,39.1,-135,+114,Cam Schlittler,Kyle Harrison,,,,,,,,,,,
2026-05-09,7:10 PM ET,SEA,10,10,SEA,CWS,7.2,4.6,67.9,32.1,-133,+110,Luis Castillo,Anthony Kay,,,,,,,,,,,
2026-05-09,7:15 PM ET,STL,8,8,STL,SD,7.6,6.1,58.4,41.6,+119,-140,Dustin May,Randy Vásquez,,,,,,,,,,,
2026-05-09,9:05 PM ET,PIT,8,8,PIT,SF,6.4,4.7,62.3,37.7,-110,-110,Braxton Ashcraft,Landen Roupp,,,,,,,,,,,
2026-05-09,9:10 PM ET,LAD,10,10,ATL,LAD,6.1,9.1,31.0,69.0,+150,-182,Spencer Strider,Blake Snell,,,,,,,,,,,
2026-05-10,12:15 PM ET,MIA,8,8,WSH,MIA,4.1,5.7,33.9,66.1,+115,-135,Cade Cavalli,Sandy Alcantara,,,,,,,,,,,
2026-05-10,1:35 PM ET,PHI,9,9,COL,PHI,5.3,7.2,34.8,65.2,+250,-312,Tomoyuki Sugano,Cristopher Sánchez,,,,,,,,,,,
2026-05-10,1:40 PM ET,CIN,9,9,HOU,CIN,5.6,7.4,36.0,64.0,-108,-115,Kai-Wei Teng,Andrew Abbott,,,,,,,,,,,
2026-05-10,1:40 PM ET,CLE,8,8,MIN,CLE,4.2,5.7,34.9,65.1,+135,-160,Andrew Morris,Gavin Williams,,,,,,,,,,,
2026-05-10,2:10 PM ET,MIL,9,9,NYY,MIL,3.7,5.6,30.4,69.6,-101,-120,Carlos Rodón,Logan Henderson,,,,,,,,,,,
2026-05-10,4:10 PM ET,LAD,9,9,ATL,LAD,5.4,7.4,34.5,65.5,+118,-140,Bryce Elder,Justin Wrobleski,,,,,,,,,,,
2026-05-11,10:10 PM ET,SF,10,10,SF,LAD,11.0,6.1,73.1,26.9,+154,-190,Trevor McDonald,Roki Sasaki,,,,,,,,,,,
2026-05-11,6:10 PM ET,CLE,10,10,LAA,CLE,4.5,7.8,25.3,74.7,+145,-175,Caden Dana,Joey Cantillo,,,,,,,,,,,
2026-05-11,6:35 PM ET,NYY,9,9,NYY,BAL,6.5,4.1,68.4,31.6,-155,+129,Ryan Weathers,Brandon Young,,,,,,,,,,,
2026-05-11,7:07 PM ET,TOR,8,8,TB,TOR,5.3,6.8,37.3,62.7,+101,-122,Drew Rasmussen,Kevin Gausman,,,,,,,,,,,
2026-05-12,10:10 PM ET,LAD,10,10,SF,LAD,5.2,8.3,28.3,71.7,+252,-314,Adrian Houser,Yoshinobu Yamamoto,,,,,,,,,,,
2026-05-12,6:35 PM ET,NYY,8,8,NYY,BAL,6.1,4.5,62.1,37.9,-140,+118,Will Warren,Trevor Rogers,,,,,,,,,,,
2026-05-12,6:40 PM ET,WSH,10,10,WSH,CIN,7.9,4.9,69.1,30.9,+121,-142,Miles Mikolas,Brady Singer,,,,,,,,,,,
2026-05-12,6:45 PM ET,PHI,10,10,PHI,BOS,9.5,5.5,71.6,28.4,-145,+120,Zack Wheeler,Brayan Bello,,,,,,,,,,,
2026-05-12,7:07 PM ET,TOR,10,10,TB,TOR,4.1,6.7,27.4,72.6,-120,-100,Shane McClanahan,Patrick Corbin,,,,,,,,,,,
2026-05-12,7:15 PM ET,CHC,8,8,CHC,ATL,5.9,4.2,63.6,36.4,-100,-120,Colin Rea,Grant Holmes,,,,,,,,,,,
2026-05-12,8:10 PM ET,SEA,10,10,SEA,HOU,9.5,4.6,77.5,22.5,-195,+160,Bryan Woo,Tatsuya Imai,,,,,,,,,,,
2026-05-12,9:40 PM ET,ATH,8,8,STL,ATH,4.3,6.1,33.0,67.0,+127,-153,Andre Pallante,Jeffrey Springs,,,,,,,,,,,
2026-05-13,1:05 PM ET,NYY,9,9,NYY,BAL,6.0,4.1,65.2,34.8,-164,+138,Max Fried,Kyle Bradish,,,,,,,,,,,
2026-05-13,1:10 PM ET,CLE,10,10,LAA,CLE,3.7,6.9,22.7,77.3,+133,-159,Reid Detmers,Parker Messick,,,,,,,,,,,
2026-05-13,6:40 PM ET,PIT,8,8,COL,PIT,4.1,5.6,34.6,65.4,+154,-185,Jose Quintana,Mitch Keller,,,,,,,,,,,
2026-05-13,6:45 PM ET,PHI,10,10,PHI,BOS,7.5,4.7,68.7,31.3,+109,-130,Andrew Painter,Sonny Gray,,,,,,,,,,,
2026-05-13,7:40 PM ET,MIA,8,8,MIA,MIN,6.5,5.1,59.4,40.6,-125,+105,Max Meyer,Simeon Woods Richardson,,,,,,,,,,,
2026-05-13,9:40 PM ET,ATH,8,8,STL,ATH,4.5,5.9,36.4,63.6,+125,-150,Matthew Liberatore,J.T. Ginn,,,,,,,,,,,
2026-05-14,10:10 PM ET,LAD,10,10,SF,LAD,4.2,8.4,20.5,79.5,+147,-177,Landen Roupp,Emmet Sheehan,,,,,,,,,,,
2026-05-14,12:35 PM ET,PIT,8,8,COL,PIT,3.6,5.3,31.5,68.5,+147,-177,Chase Dollander,Mason Montgomery,,,,,,,,,,,
2026-05-14,12:40 PM ET,WSH,9,9,WSH,CIN,7.1,5.0,64.0,36.0,+134,-160,Foster Griffin,Chase Burns,,,,,,,,,,,
2026-05-14,1:40 PM ET,MIA,8,8,MIA,MIN,6.6,5.1,60.1,39.9,-115,-105,Braxton Garrett,Zebby Matthews,,,,,,,,,,,
2026-05-14,2:10 PM ET,SEA,8,8,SEA,HOU,6.7,5.1,60.7,39.3,-130,+110,Luis Castillo,Mike Burrows,,,,,,,,,,,
2026-05-14,3:05 PM ET,STL,8,8,STL,ATH,6.0,4.5,61.4,38.6,-105,-113,Michael McGreevy,Jacob Lopez,,,,,,,,,,,
2026-05-14,7:40 PM ET,KC,9,9,KC,CWS,5.8,3.9,65.9,34.1,-135,+114,Kris Bubic,Anthony Kay,,,,,,,,,,,
2026-05-15,6:45 PM ET,BAL,10,10,BAL,WSH,7.5,4.8,67.9,32.1,-139,+118,Shane Baz,Zack Littell,,,,,,,,,,,
2026-05-15,8:15 PM ET,STL,8,8,KC,STL,4.6,6.0,36.6,63.4,-110,-110,Michael Wacha,Dustin May,,,,,,,,,,,
2026-05-15,9:38 PM ET,LAD,10,10,LAD,LAA,8.5,4.3,76.2,23.8,-188,+154,Will Klein,Jack Kochanowicz,,,,,,,,,,,
2026-05-16,4:05 PM ET,WSH,8,8,BAL,WSH,6.1,7.5,39.2,60.8,-111,-109,Chris Bassitt,Cade Cavalli,,,,,,,,,,,
2026-05-16,4:05 PM ET,PHI,9,9,PHI,PIT,6.9,4.7,65.4,34.6,-182,+150,Cristopher Sánchez,Bubba Chandler,,,,,,,,,,,
2026-05-16,7:15 PM ET,ATL,9,9,BOS,ATL,4.4,6.3,32.6,67.4,+101,-119,Payton Tolle,Bryce Elder,,,,,,,,,,,
2026-05-16,7:15 PM ET,NYM,8,8,NYY,NYM,6.2,7.9,37.6,62.4,-125,+105,Carlos Rodón,Huascar Brazobán,,,,,,,,,,,
2026-05-16,9:38 PM ET,LAD,9,9,LAD,LAA,7.1,4.8,65.7,34.3,-136,+115,Justin Wrobleski,José Soriano,,,,,,,,,,,
2026-05-17,12:15 PM ET,TB,8,8,MIA,TB,4.7,6.4,34.7,65.3,+124,-149,Eury Pérez,Drew Rasmussen,,,,,,,,,,,
2026-05-17,1:35 PM ET,BAL,10,10,BAL,WSH,8.0,4.9,69.5,30.5,-130,+110,Brandon Young,Miles Mikolas,,,,,,,,,,,
2026-05-17,1:35 PM ET,ATL,8,8,BOS,ATL,4.8,6.4,35.6,64.4,+122,-145,Brayan Bello,Grant Holmes,,,,,,,,,,,
2026-05-17,1:40 PM ET,CLE,8,8,CIN,CLE,5.4,7.2,35.6,64.4,+135,-161,Brady Singer,Gavin Williams,,,,,,,,,,,
2026-05-17,1:40 PM ET,NYM,10,10,NYY,NYM,4.1,6.8,26.9,73.1,+105,-128,Elmer Rodríguez,Freddy Peralta,,,,,,,,,,,
2026-05-17,2:10 PM ET,CHC,10,10,CHC,CWS,8.6,5.2,70.0,30.0,-131,+109,Colin Rea,Erick Fedde,,,,,,,,,,,
2026-05-17,2:10 PM ET,MIN,9,9,MIL,MIN,5.6,8.0,32.7,67.3,-122,+101,Robert Gasser,Bailey Ober,,,,,,,,,,,
2026-05-17,2:15 PM ET,KC,9,9,KC,STL,6.1,4.1,65.9,34.1,+101,-120,Stephen Kolek,Andre Pallante,,,,,,,,,,,
2026-05-17,4:05 PM ET,ATH,9,9,SF,ATH,5.6,7.8,33.8,66.2,+124,-149,Adrian Houser,Jeffrey Springs,,,,,,,,,,,
2026-05-17,4:07 PM ET,LAD,10,10,LAD,LAA,7.3,3.5,77.8,22.2,-149,+124,Roki Sasaki,Grayson Rodriguez,,,,,,,,,,,
2026-05-18,6:40 PM ET,MIA,10,10,ATL,MIA,3.9,6.9,24.5,75.5,-104,-114,JR Ritchie,Max Meyer,,,,,,,,,,,
2026-05-18,6:40 PM ET,BAL,10,10,BAL,TB,7.2,4.4,69.6,30.4,+121,-143,Trevor Rogers,Shane McClanahan,,,,,,,,,,,
2026-05-18,6:45 PM ET,NYM,9,9,NYM,WSH,5.1,2.9,72.3,27.7,-125,+106,Christian Scott,Jake Irvin,,,,,,,,,,,
2026-05-18,7:10 PM ET,KC,9,9,BOS,KC,3.9,5.9,30.4,69.6,-113,-107,Sonny Gray,Seth Lugo,,,,,,,,,,,
2026-05-18,7:40 PM ET,MIN,10,10,HOU,MIN,5.6,8.4,30.8,69.2,-102,-117,Tatsuya Imai,Kendry Rojas,,,,,,,,,,,
2026-05-18,7:40 PM ET,CHC,8,8,MIL,CHC,4.7,6.4,34.7,65.3,+135,-162,Brandon Sproat,Shota Imanaga,,,,,,,,,,,
2026-05-18,8:40 PM ET,TEX,9,9,TEX,COL,5.3,3.0,72.4,27.6,-150,+128,MacKenzie Gore,Jose Quintana,,,,,,,,,,,
2026-05-18,9:38 PM ET,ATH,9,9,ATH,LAA,7.9,5.6,63.7,36.3,-133,+110,J.T. Ginn,Walbert Ureña,,,,,,,,,,,
2026-05-19,4:10 PM ET,ATL,9,9,ATL,MIA,5.6,3.2,72.1,27.9,-140,+118,Martín Pérez,Braxton Garrett,,,,,,,,,,,
2026-05-19,6:40 PM ET,PHI,8,8,CIN,PHI,4.4,5.9,35.4,64.6,+124,-149,Chase Burns,Jesús Luzardo,,,,,,,,,,,
2026-05-19,7:40 PM ET,BOS,9,9,BOS,KC,6.5,4.6,63.8,36.2,-130,+109,Ranger Suarez,Bailey Falter,,,,,,,,,,,
2026-05-19,7:40 PM ET,MIN,9,9,HOU,MIN,5.4,7.4,34.5,65.5,+118,-141,Jason Alexander,Zebby Matthews,,,,,,,,,,,
2026-05-19,8:40 PM ET,COL,9,9,TEX,COL,5.3,7.4,33.7,66.3,-110,-110,Tyler Alexander,Sammy Peralta,,,,,,,,,,,
2026-05-19,9:40 PM ET,SEA,8,8,CWS,SEA,5.2,6.7,37.1,62.9,+125,-150,Anthony Kay,Bryce Miller,,,,,,,,,,,
2026-05-19,9:40 PM ET,LAD,8,8,LAD,SD,6.2,4.8,60.0,40.0,-160,+135,Emmet Sheehan,Griffin Canning,,,,,,,,,,,
2026-05-20,1:10 PM ET,TB,8,8,BAL,TB,3.9,5.6,32.5,67.5,-103,-117,Shane Baz,Steven Matz,,,,,,,,,,,
2026-05-20,3:10 PM ET,COL,8,8,TEX,COL,5.1,6.5,37.6,62.4,-120,-100,Jack Leiter,Kyle Freeland,,,,,,,,,,,
2026-05-20,6:40 PM ET,ATL,8,8,ATL,MIA,5.1,3.5,65.1,34.9,-187,+156,Chris Sale,Janson Junk,,,,,,,,,,,
2026-05-20,7:40 PM ET,BOS,9,9,BOS,KC,5.0,2.9,71.5,28.5,-102,-118,Connelly Early,Michael Wacha,,,,,,,,,,,
2026-05-20,7:40 PM ET,CHC,8,8,MIL,CHC,4.6,6.1,35.9,64.1,-100,-116,Kyle Harrison,Edward Cabrera,,,,,,,,,,,
2026-05-20,7:45 PM ET,PIT,9,9,PIT,STL,6.0,3.9,67.2,32.8,-104,-113,Carmen Mlodzinski,Michael McGreevy,,,,,,,,,,,
2026-05-20,8:40 PM ET,LAD,10,10,LAD,SD,8.1,4.8,70.8,29.2,-194,+162,Shohei Ohtani,Randy Vásquez,,,,,,,,,,,
2026-05-20,9:38 PM ET,ATH,9,9,ATH,LAA,9.1,7.0,60.3,39.7,-130,+105,Aaron Civale,Jack Kochanowicz,,,,,,,,,,,
2026-05-21,4:05 PM ET,NYM,9,9,NYM,WSH,6.5,4.4,65.6,34.4,-111,-109,David Peterson,Cade Cavalli,,,,,,,,,,,
2026-05-21,7:05 PM ET,TOR,10,10,TOR,NYY,7.4,4.9,66.5,33.5,+120,-140,Braydon Fisher,Carlos Rodón,,,,,,,,,,,
2026-05-21,9:38 PM ET,ATH,10,10,ATH,LAA,7.8,5.0,67.8,32.2,-100,-120,Luis Severino,José Soriano,,,,,,,,,,,
2026-05-22,2:20 PM ET,CHC,8,8,HOU,CHC,4.7,6.4,34.7,65.3,+118,-143,Spencer Arrighetti,Jameson Taillon,,,,,,,,,,,
2026-05-22,6:40 PM ET,CIN,9,9,STL,CIN,4.9,7.1,32.2,67.8,+100,-121,Kyle Leahy,Chris Paddack,,,,,,,,,,,
2026-05-22,7:07 PM ET,TOR,10,10,PIT,TOR,3.6,6.5,23.8,76.2,+135,-160,Bubba Chandler,Kevin Gausman,,,,,,,,,,,
2026-05-22,7:15 PM ET,DET,8,8,DET,BAL,5.3,3.8,63.3,36.7,+110,-132,Jack Flaherty,Keegan Akin,,,,,,,,,,,
2026-05-22,7:40 PM ET,LAD,10,10,LAD,MIL,6.9,4.4,68.0,32.0,-106,-113,Justin Wrobleski,Logan Henderson,,,,,,,,,,,
2026-05-22,9:38 PM ET,TEX,9,9,TEX,LAA,6.7,4.6,65.1,34.9,-160,+135,Jacob deGrom,Grayson Rodriguez,,,,,,,,,,,
2026-05-23,10:05 PM ET,TEX,9,9,TEX,LAA,6.6,4.3,67.2,32.8,-144,+120,Nathan Eovaldi,Walbert Ureña,,,,,,,,,,,
2026-05-23,1:35 PM ET,NYY,10,10,TB,NYY,2.8,6.9,14.6,85.4,+115,-140,Drew Rasmussen,Ryan Weathers,,,,,,,,,,,
2026-05-23,2:20 PM ET,CHC,10,10,HOU,CHC,4.8,8.6,24.1,75.9,+125,-149,Kai-Wei Teng,Colin Rea,,,,,,,,,,,
2026-05-23,3:07 PM ET,TOR,8,8,PIT,TOR,4.2,5.8,34.1,65.9,-155,+130,Paul Skenes,Patrick Corbin,,,,,,,,,,,
2026-05-23,4:05 PM ET,CWS,10,10,CWS,SF,8.3,4.0,77.7,22.3,-111,-112,Bryan Hudson,Adrian Houser,,,,,,,,,,,
2026-05-23,4:05 PM ET,DET,10,10,DET,BAL,7.0,4.1,71.2,28.8,+104,-121,Framber Valdez,Brandon Young,,,,,,,,,,,
2026-05-23,4:10 PM ET,ATL,8,8,WSH,ATL,5.1,6.5,37.6,62.4,+143,-172,Jake Irvin,Grant Holmes,,,,,,,,,,,
2026-05-23,7:15 PM ET,MIL,10,10,LAD,MIL,4.8,7.4,29.7,70.3,-118,-102,Roki Sasaki,Robert Gasser,,,,,,,,,,,
2026-05-23,9:40 PM ET,ATH,9,9,ATH,SD,8.2,5.9,63.1,36.9,-125,+105,J.T. Ginn,Lucas Giolito,,,,,,,,,,,
2026-05-24,12:15 PM ET,TOR,9,9,PIT,TOR,3.6,6.1,26.1,73.9,+145,-180,Mitch Keller,Dylan Cease,,,,,,,,,,,
2026-05-24,12:35 PM ET,DET,9,9,DET,BAL,6.7,4.7,64.2,35.8,+110,-130,Framber Valdez,Brandon Young,,,,,,,,,,824839,
2026-05-24,1:35 PM ET,CLE,9,9,CLE,PHI,6.8,4.8,63.9,36.1,-115,-105,Parker Messick,Andrew Painter,,,,,,,,,,,
2026-05-24,1:35 PM ET,BOS,8,8,MIN,BOS,4.6,6.3,34.5,65.5,+145,-174,Bailey Ober,Sonny Gray,,,,,,,,,,,
2026-05-24,1:35 PM ET,NYY,8,8,TB,NYY,4.6,6.2,35.2,64.8,+121,-142,Drew Rasmussen,Ryan Weathers,,,,,,,,,,,
2026-05-24,1:40 PM ET,NYM,8,8,NYM,MIA,6.6,4.8,62.7,37.3,-118,-100,Christian Scott,Tyler Phillips,,,,,,,,,,,
2026-05-24,2:10 PM ET,LAD,10,10,LAD,MIL,7.3,4.5,69.3,30.7,-149,+125,Yoshinobu Yamamoto,Brandon Sproat,,,,,,,,,,,
2026-05-24,4:05 PM ET,CWS,8,8,CWS,SF,7.0,5.2,61.8,38.2,+105,-124,Noah Schultz,Robbie Ray,,,,,,,,,,,
2026-05-24,4:10 PM ET,SD,9,9,ATH,SD,4.0,6.3,28.8,71.2,+145,-175,Luis Medina,Michael King,,,,,,,,,,,
2026-05-24,6:05 PM ET,DET,9,9,DET,BAL,11.0,9.1,57.1,42.9,+105,-125,Framber Valdez,Trevor Rogers,,,,,,,,,,824840,
2026-05-24,7:20 PM ET,LAA,9,9,TEX,LAA,4.2,6.5,29.5,70.5,+105,-125,MacKenzie Gore,Reid Detmers,,,,,,,,,,,
2026-05-25,1:35 PM ET,BAL,8,8,TB,BAL,5.9,7.5,37.7,62.3,-114,-105,Shane McClanahan,Kyle Bradish,,,,,,,,,,,
2026-05-25,2:10 PM ET,MIL,9,9,STL,MIL,3.5,5.8,26.9,73.1,+185,-225,Matthew Liberatore,Jacob Misiorowski,,,,,,,,,,,
2026-05-25,4:10 PM ET,CIN,8,8,CIN,NYM,6.3,4.5,63.4,36.6,+110,-135,Nick Lodolo,Nolan McLean,,,,,,,,,,,
2026-05-25,6:10 PM ET,CLE,8,8,WSH,CLE,4.6,6.2,35.2,64.8,+145,-175,Zack Littell,Tanner Bibee,,,,,,,,,,,
2026-05-25,6:40 PM ET,PHI,10,10,PHI,SD,6.8,4.1,70.1,29.9,-118,-102,Jesús Luzardo,Randy Vásquez,,,,,,,,,,,
2026-05-25,7:05 PM ET,TEX,8,8,HOU,TEX,5.5,7.0,37.6,62.4,+105,-125,Tatsuya Imai,Kumar Rocker,,,,,,,,,,,
2026-05-25,9:10 PM ET,LAD,8,8,COL,LAD,5.3,6.9,36.7,63.3,+260,-325,Tanner Gordon,Emmet Sheehan,,,,,,,,,,,
2026-05-26,6:45 PM ET,ATL,9,9,ATL,BOS,5.7,3.9,65.2,34.8,-107,-110,Spencer Strider,Ranger Suarez,,,,,,,,,,,
2026-05-26,7:07 PM ET,TOR,9,9,MIA,TOR,5.5,7.5,34.7,65.3,+119,-144,Sandy Alcantara,Braydon Fisher,,,,,,,,,,,
2026-05-26,7:40 PM ET,CWS,8,8,MIN,CWS,5.8,7.4,37.5,62.5,-118,-102,Joe Ryan,Sean Burke,,,,,,,,,,,
2026-05-26,7:40 PM ET,NYY,10,10,NYY,KC,8.3,5.1,69.4,30.6,-207,+170,Cam Schlittler,Bailey Falter,,,,,,,,,,,
2026-05-26,7:40 PM ET,MIL,10,10,STL,MIL,5.9,8.9,30.5,69.5,+179,-219,Michael McGreevy,Kyle Harrison,,,,,,,,,,,
2026-05-26,8:05 PM ET,TEX,8,8,HOU,TEX,5.4,7.2,35.6,64.4,+110,-133,Jason Alexander,Jack Leiter,,,,,,,,,,,
2026-05-26,9:40 PM ET,PHI,10,10,PHI,SD,6.7,4.1,69.6,30.4,-110,-110,Aaron Nola,Randy Vásquez,,,,,,,,,,,
2026-05-26,9:40 PM ET,ATH,10,10,SEA,ATH,5.3,8.2,29.5,70.5,-104,-115,Emerson Hancock,Luis Severino,,,,,,,,,,,
2026-05-27,1:10 PM ET,CLE,10,10,WSH,CLE,5.5,8.7,28.7,71.3,+151,-180,PJ Poulin,Gavin Williams,,,,,,,,,,,
2026-05-27,1:40 PM ET,MIL,9,9,STL,MIL,5.0,6.9,34.2,65.8,+125,-153,Dustin May,Chad Patrick,,,,,,,,,,,
2026-05-27,4:10 PM ET,PHI,8,8,PHI,SD,6.5,4.9,61.1,38.9,-160,+135,Cristopher Sánchez,Walker Buehler,,,,,,,,,,,
2026-05-27,7:10 PM ET,NYM,8,8,CIN,NYM,4.3,5.8,35.1,64.9,-100,-118,Andrew Abbott,Huascar Brazobán,,,,,,,,,,,
2026-05-27,7:40 PM ET,NYY,10,10,NYY,KC,10.1,6.8,65.8,34.2,-160,+135,Gerrit Cole,Noah Cameron,,,,,,,,,,,
2026-05-28,1:10 PM ET,DET,10,10,LAA,DET,4.6,7.1,29.6,70.4,+116,-137,Grayson Rodriguez,Jack Flaherty,,,,,,,,,,,
2026-05-28,2:10 PM ET,CWS,10,10,MIN,CWS,5.0,9.8,21.1,78.9,+144,-172,Simeon Woods Richardson,Davis Martin,,,,,,,,,,,
2026-05-28,6:35 PM ET,TOR,9,9,TOR,BAL,8.9,6.7,61.2,38.8,+109,-126,Patrick Corbin,Chris Bassitt,,,,,,,,,,,
2026-05-28,6:40 PM ET,PIT,10,10,CHC,PIT,5.3,7.9,31.0,69.0,+145,-174,Colin Rea,Paul Skenes,,,,,,,,,,,
2026-05-29,10:10 PM ET,SEA,9,9,AZ,SEA,6.9,9.1,36.1,63.9,+120,-143,Zac Gallen,George Kirby,,,,,,,,,,,
2026-05-29,6:40 PM ET,ATL,10,10,ATL,CIN,9.4,6.9,62.3,37.7,-136,+115,Grant Holmes,Chris Paddack,,,,,,,,,,,
